time	V(vout)
Step Information: Run=67  (Step: 67/1000)
0.000000000000000e+00	9.418100e-03
4.885901307349554e-03	9.418100e-03
4.998205994849551e-03	9.418100e-03
5.000000000000000e-03	9.418100e-03
Step Information: Run=68  (Step: 68/1000)
0.000000000000000e+00	1.138203e-02
4.885901307349554e-03	1.138203e-02
4.998205994849551e-03	1.138203e-02
5.000000000000000e-03	1.138203e-02
Step Information: Run=69  (Step: 69/1000)
0.000000000000000e+00	8.834103e-03
4.885901307349554e-03	8.834103e-03
4.998205994849551e-03	8.834103e-03
5.000000000000000e-03	8.834103e-03
Step Information: Run=70  (Step: 70/1000)
0.000000000000000e+00	1.104391e-02
4.885901307349554e-03	1.104391e-02
4.998205994849551e-03	1.104391e-02
5.000000000000000e-03	1.104391e-02
Step Information: Run=71  (Step: 71/1000)
0.000000000000000e+00	9.080126e-03
4.885901307349554e-03	9.080126e-03
4.998205994849551e-03	9.080126e-03
5.000000000000000e-03	9.080126e-03
Step Information: Run=72  (Step: 72/1000)
0.000000000000000e+00	1.216428e-02
4.885901307349554e-03	1.216428e-02
4.998205994849551e-03	1.216428e-02
5.000000000000000e-03	1.216428e-02
Step Information: Run=73  (Step: 73/1000)
0.000000000000000e+00	9.049482e-03
4.885901307349554e-03	9.049482e-03
4.998205994849551e-03	9.049482e-03
5.000000000000000e-03	9.049482e-03
Step Information: Run=74  (Step: 74/1000)
0.000000000000000e+00	9.824561e-03
4.885901307349554e-03	9.824561e-03
4.998205994849551e-03	9.824561e-03
5.000000000000000e-03	9.824561e-03
Step Information: Run=75  (Step: 75/1000)
0.000000000000000e+00	1.331035e-02
4.885901307349554e-03	1.331035e-02
4.998205994849551e-03	1.331035e-02
5.000000000000000e-03	1.331035e-02
Step Information: Run=76  (Step: 76/1000)
0.000000000000000e+00	1.256626e-02
4.885901307349554e-03	1.256626e-02
4.998205994849551e-03	1.256626e-02
5.000000000000000e-03	1.256626e-02
Step Information: Run=77  (Step: 77/1000)
0.000000000000000e+00	9.835863e-03
4.885901307349554e-03	9.835863e-03
4.998205994849551e-03	9.835863e-03
5.000000000000000e-03	9.835863e-03
Step Information: Run=78  (Step: 78/1000)
0.000000000000000e+00	1.059262e-02
4.885901307349554e-03	1.059262e-02
4.998205994849551e-03	1.059262e-02
5.000000000000000e-03	1.059262e-02
Step Information: Run=79  (Step: 79/1000)
0.000000000000000e+00	1.107400e-02
4.885901307349554e-03	1.107400e-02
4.998205994849551e-03	1.107400e-02
5.000000000000000e-03	1.107400e-02
Step Information: Run=80  (Step: 80/1000)
0.000000000000000e+00	1.155110e-02
4.885901307349554e-03	1.155110e-02
4.998205994849551e-03	1.155110e-02
5.000000000000000e-03	1.155110e-02
Step Information: Run=81  (Step: 81/1000)
0.000000000000000e+00	8.577108e-03
4.885901307349554e-03	8.577108e-03
4.998205994849551e-03	8.577108e-03
5.000000000000000e-03	8.577108e-03
Step Information: Run=82  (Step: 82/1000)
0.000000000000000e+00	9.413471e-03
4.885901307349554e-03	9.413471e-03
4.998205994849551e-03	9.413471e-03
5.000000000000000e-03	9.413471e-03
Step Information: Run=83  (Step: 83/1000)
0.000000000000000e+00	9.796890e-03
4.885901307349554e-03	9.796890e-03
4.998205994849551e-03	9.796890e-03
5.000000000000000e-03	9.796890e-03
Step Information: Run=84  (Step: 84/1000)
0.000000000000000e+00	1.118853e-02
4.885901307349554e-03	1.118853e-02
4.998205994849551e-03	1.118853e-02
5.000000000000000e-03	1.118853e-02
Step Information: Run=85  (Step: 85/1000)
0.000000000000000e+00	9.214989e-03
4.885901307349554e-03	9.214989e-03
4.998205994849551e-03	9.214989e-03
5.000000000000000e-03	9.214989e-03
Step Information: Run=86  (Step: 86/1000)
0.000000000000000e+00	7.810981e-03
4.885901307349554e-03	7.810981e-03
4.998205994849551e-03	7.810981e-03
5.000000000000000e-03	7.810981e-03
Step Information: Run=87  (Step: 87/1000)
0.000000000000000e+00	1.170572e-02
4.885901307349554e-03	1.170572e-02
4.998205994849551e-03	1.170572e-02
5.000000000000000e-03	1.170572e-02
Step Information: Run=88  (Step: 88/1000)
0.000000000000000e+00	8.774795e-03
4.885901307349554e-03	8.774795e-03
4.998205994849551e-03	8.774795e-03
5.000000000000000e-03	8.774795e-03
Step Information: Run=89  (Step: 89/1000)
0.000000000000000e+00	9.859569e-03
4.885901307349554e-03	9.859569e-03
4.998205994849551e-03	9.859569e-03
5.000000000000000e-03	9.859569e-03
Step Information: Run=90  (Step: 90/1000)
0.000000000000000e+00	8.637447e-03
4.885901307349554e-03	8.637447e-03
4.998205994849551e-03	8.637447e-03
5.000000000000000e-03	8.637447e-03
Step Information: Run=91  (Step: 91/1000)
0.000000000000000e+00	1.062508e-02
4.885901307349554e-03	1.062508e-02
4.998205994849551e-03	1.062508e-02
5.000000000000000e-03	1.062508e-02
Step Information: Run=92  (Step: 92/1000)
0.000000000000000e+00	1.048345e-02
4.885901307349554e-03	1.048345e-02
4.998205994849551e-03	1.048345e-02
5.000000000000000e-03	1.048345e-02
Step Information: Run=93  (Step: 93/1000)
0.000000000000000e+00	1.232244e-02
4.885901307349554e-03	1.232244e-02
4.998205994849551e-03	1.232244e-02
5.000000000000000e-03	1.232244e-02
Step Information: Run=94  (Step: 94/1000)
0.000000000000000e+00	1.025244e-02
4.885901307349554e-03	1.025244e-02
4.998205994849551e-03	1.025244e-02
5.000000000000000e-03	1.025244e-02
Step Information: Run=95  (Step: 95/1000)
0.000000000000000e+00	9.007594e-03
4.885901307349554e-03	9.007594e-03
4.998205994849551e-03	9.007594e-03
5.000000000000000e-03	9.007594e-03
Step Information: Run=96  (Step: 96/1000)
0.000000000000000e+00	9.674418e-03
4.885901307349554e-03	9.674418e-03
4.998205994849551e-03	9.674418e-03
5.000000000000000e-03	9.674418e-03
Step Information: Run=97  (Step: 97/1000)
0.000000000000000e+00	9.688899e-03
4.885901307349554e-03	9.688899e-03
4.998205994849551e-03	9.688899e-03
5.000000000000000e-03	9.688899e-03
Step Information: Run=98  (Step: 98/1000)
0.000000000000000e+00	1.006637e-02
4.885901307349554e-03	1.006637e-02
4.998205994849551e-03	1.006637e-02
5.000000000000000e-03	1.006637e-02
Step Information: Run=99  (Step: 99/1000)
0.000000000000000e+00	1.008616e-02
4.885901307349554e-03	1.008616e-02
4.998205994849551e-03	1.008616e-02
5.000000000000000e-03	1.008616e-02
Step Information: Run=100  (Step: 100/1000)
0.000000000000000e+00	9.952930e-03
4.885901307349554e-03	9.952930e-03
4.998205994849551e-03	9.952930e-03
5.000000000000000e-03	9.952930e-03
Step Information: Run=101  (Step: 101/1000)
0.000000000000000e+00	1.027133e-02
4.885901307349554e-03	1.027133e-02
4.998205994849551e-03	1.027133e-02
5.000000000000000e-03	1.027133e-02
Step Information: Run=102  (Step: 102/1000)
0.000000000000000e+00	9.651639e-03
4.885901307349554e-03	9.651639e-03
4.998205994849551e-03	9.651639e-03
5.000000000000000e-03	9.651639e-03
Step Information: Run=103  (Step: 103/1000)
0.000000000000000e+00	1.049016e-02
4.885901307349554e-03	1.049016e-02
4.998205994849551e-03	1.049016e-02
5.000000000000000e-03	1.049016e-02
Step Information: Run=104  (Step: 104/1000)
0.000000000000000e+00	9.760942e-03
4.885901307349554e-03	9.760942e-03
4.998205994849551e-03	9.760942e-03
5.000000000000000e-03	9.760942e-03
Step Information: Run=105  (Step: 105/1000)
0.000000000000000e+00	1.116289e-02
4.885901307349554e-03	1.116289e-02
4.998205994849551e-03	1.116289e-02
5.000000000000000e-03	1.116289e-02
Step Information: Run=106  (Step: 106/1000)
0.000000000000000e+00	9.700952e-03
4.885901307349554e-03	9.700952e-03
4.998205994849551e-03	9.700952e-03
5.000000000000000e-03	9.700952e-03
Step Information: Run=107  (Step: 107/1000)
0.000000000000000e+00	8.865624e-03
4.885901307349554e-03	8.865624e-03
4.998205994849551e-03	8.865624e-03
5.000000000000000e-03	8.865624e-03
Step Information: Run=108  (Step: 108/1000)
0.000000000000000e+00	1.045219e-02
4.885901307349554e-03	1.045219e-02
4.998205994849551e-03	1.045219e-02
5.000000000000000e-03	1.045219e-02
Step Information: Run=109  (Step: 109/1000)
0.000000000000000e+00	9.096674e-03
4.885901307349554e-03	9.096674e-03
4.998205994849551e-03	9.096674e-03
5.000000000000000e-03	9.096674e-03
Step Information: Run=110  (Step: 110/1000)
0.000000000000000e+00	1.162484e-02
4.885901307349554e-03	1.162484e-02
4.998205994849551e-03	1.162484e-02
5.000000000000000e-03	1.162484e-02
Step Information: Run=111  (Step: 111/1000)
0.000000000000000e+00	1.028047e-02
4.885901307349554e-03	1.028047e-02
4.998205994849551e-03	1.028047e-02
5.000000000000000e-03	1.028047e-02
Step Information: Run=112  (Step: 112/1000)
0.000000000000000e+00	8.738703e-03
4.885901307349554e-03	8.738703e-03
4.998205994849551e-03	8.738703e-03
5.000000000000000e-03	8.738703e-03
Step Information: Run=113  (Step: 113/1000)
0.000000000000000e+00	9.645427e-03
4.885901307349554e-03	9.645427e-03
4.998205994849551e-03	9.645427e-03
5.000000000000000e-03	9.645427e-03
Step Information: Run=114  (Step: 114/1000)
0.000000000000000e+00	9.388058e-03
4.885901307349554e-03	9.388058e-03
4.998205994849551e-03	9.388058e-03
5.000000000000000e-03	9.388058e-03
Step Information: Run=115  (Step: 115/1000)
0.000000000000000e+00	9.919033e-03
4.885901307349554e-03	9.919033e-03
4.998205994849551e-03	9.919033e-03
5.000000000000000e-03	9.919033e-03
Step Information: Run=116  (Step: 116/1000)
0.000000000000000e+00	1.032843e-02
4.885901307349554e-03	1.032843e-02
4.998205994849551e-03	1.032843e-02
5.000000000000000e-03	1.032843e-02
Step Information: Run=117  (Step: 117/1000)
0.000000000000000e+00	9.785453e-03
4.885901307349554e-03	9.785453e-03
4.998205994849551e-03	9.785453e-03
5.000000000000000e-03	9.785453e-03
Step Information: Run=118  (Step: 118/1000)
0.000000000000000e+00	9.874200e-03
4.885901307349554e-03	9.874200e-03
4.998205994849551e-03	9.874200e-03
5.000000000000000e-03	9.874200e-03
Step Information: Run=119  (Step: 119/1000)
0.000000000000000e+00	1.119835e-02
4.885901307349554e-03	1.119835e-02
4.998205994849551e-03	1.119835e-02
5.000000000000000e-03	1.119835e-02
Step Information: Run=120  (Step: 120/1000)
0.000000000000000e+00	1.103627e-02
4.885901307349554e-03	1.103627e-02
4.998205994849551e-03	1.103627e-02
5.000000000000000e-03	1.103627e-02
Step Information: Run=121  (Step: 121/1000)
0.000000000000000e+00	9.254863e-03
4.885901307349554e-03	9.254863e-03
4.998205994849551e-03	9.254863e-03
5.000000000000000e-03	9.254863e-03
Step Information: Run=122  (Step: 122/1000)
0.000000000000000e+00	9.780243e-03
4.885901307349554e-03	9.780243e-03
4.998205994849551e-03	9.780243e-03
5.000000000000000e-03	9.780243e-03
Step Information: Run=123  (Step: 123/1000)
0.000000000000000e+00	1.001837e-02
4.885901307349554e-03	1.001837e-02
4.998205994849551e-03	1.001837e-02
5.000000000000000e-03	1.001837e-02
Step Information: Run=124  (Step: 124/1000)
0.000000000000000e+00	9.377203e-03
4.885901307349554e-03	9.377203e-03
4.998205994849551e-03	9.377203e-03
5.000000000000000e-03	9.377203e-03
Step Information: Run=125  (Step: 125/1000)
0.000000000000000e+00	8.094514e-03
4.885901307349554e-03	8.094514e-03
4.998205994849551e-03	8.094514e-03
5.000000000000000e-03	8.094514e-03
Step Information: Run=126  (Step: 126/1000)
0.000000000000000e+00	1.007666e-02
4.885901307349554e-03	1.007666e-02
4.998205994849551e-03	1.007666e-02
5.000000000000000e-03	1.007666e-02
Step Information: Run=127  (Step: 127/1000)
0.000000000000000e+00	8.926820e-03
4.885901307349554e-03	8.926820e-03
4.998205994849551e-03	8.926820e-03
5.000000000000000e-03	8.926820e-03
Step Information: Run=128  (Step: 128/1000)
0.000000000000000e+00	1.087162e-02
4.885901307349554e-03	1.087162e-02
4.998205994849551e-03	1.087162e-02
5.000000000000000e-03	1.087162e-02
Step Information: Run=129  (Step: 129/1000)
0.000000000000000e+00	1.173129e-02
4.885901307349554e-03	1.173129e-02
4.998205994849551e-03	1.173129e-02
5.000000000000000e-03	1.173129e-02
Step Information: Run=130  (Step: 130/1000)
0.000000000000000e+00	1.141273e-02
4.885901307349554e-03	1.141273e-02
4.998205994849551e-03	1.141273e-02
5.000000000000000e-03	1.141273e-02
Step Information: Run=131  (Step: 131/1000)
0.000000000000000e+00	1.128985e-02
4.885901307349554e-03	1.128985e-02
4.998205994849551e-03	1.128985e-02
5.000000000000000e-03	1.128985e-02
Step Information: Run=132  (Step: 132/1000)
0.000000000000000e+00	1.072141e-02
4.885901307349554e-03	1.072141e-02
4.998205994849551e-03	1.072141e-02
5.000000000000000e-03	1.072141e-02
Step Information: Run=133  (Step: 133/1000)
0.000000000000000e+00	1.083855e-02
4.885901307349554e-03	1.083855e-02
4.998205994849551e-03	1.083855e-02
5.000000000000000e-03	1.083855e-02
Step Information: Run=134  (Step: 134/1000)
0.000000000000000e+00	9.217115e-03
4.885901307349554e-03	9.217115e-03
4.998205994849551e-03	9.217115e-03
5.000000000000000e-03	9.217115e-03
Step Information: Run=135  (Step: 135/1000)
0.000000000000000e+00	8.235475e-03
4.885901307349554e-03	8.235475e-03
4.998205994849551e-03	8.235475e-03
5.000000000000000e-03	8.235475e-03
Step Information: Run=136  (Step: 136/1000)
0.000000000000000e+00	1.041297e-02
4.885901307349554e-03	1.041297e-02
4.998205994849551e-03	1.041297e-02
5.000000000000000e-03	1.041297e-02
Step Information: Run=137  (Step: 137/1000)
0.000000000000000e+00	1.084497e-02
4.885901307349554e-03	1.084497e-02
4.998205994849551e-03	1.084497e-02
5.000000000000000e-03	1.084497e-02
Step Information: Run=138  (Step: 138/1000)
0.000000000000000e+00	1.000131e-02
4.885901307349554e-03	1.000131e-02
4.998205994849551e-03	1.000131e-02
5.000000000000000e-03	1.000131e-02
Step Information: Run=139  (Step: 139/1000)
0.000000000000000e+00	1.088735e-02
4.885901307349554e-03	1.088735e-02
4.998205994849551e-03	1.088735e-02
5.000000000000000e-03	1.088735e-02
Step Information: Run=140  (Step: 140/1000)
0.000000000000000e+00	9.999446e-03
4.885901307349554e-03	9.999446e-03
4.998205994849551e-03	9.999446e-03
5.000000000000000e-03	9.999446e-03
Step Information: Run=141  (Step: 141/1000)
0.000000000000000e+00	8.754273e-03
4.885901307349554e-03	8.754273e-03
4.998205994849551e-03	8.754273e-03
5.000000000000000e-03	8.754273e-03
Step Information: Run=142  (Step: 142/1000)
0.000000000000000e+00	8.702581e-03
4.885901307349554e-03	8.702581e-03
4.998205994849551e-03	8.702581e-03
5.000000000000000e-03	8.702581e-03
Step Information: Run=143  (Step: 143/1000)
0.000000000000000e+00	9.929560e-03
4.885901307349554e-03	9.929560e-03
4.998205994849551e-03	9.929560e-03
5.000000000000000e-03	9.929560e-03
Step Information: Run=144  (Step: 144/1000)
0.000000000000000e+00	9.349129e-03
4.885901307349554e-03	9.349129e-03
4.998205994849551e-03	9.349129e-03
5.000000000000000e-03	9.349129e-03
